Section,Session_ID,Window_Index,Start_Time,End_Time,n_events,n_users,context,Dominant_Event,Dominant_Component,Dominant_Bundled,R_event,R_comp,K,p_star,Top_User_Share,C_e,C_c,Q_sub,T_sust,a_t_new,S_a,S_u,S_e,S_tau,sigma_t_new,is_session_first,d_t_new,d_t_categorical_rule,a_t,d_t,sigma_t,Dominant_Component_Recomputed
Sec-01,1,5,2026-02-15 08:07:00,2026-02-15 08:08:00,8,4,navigation,Course viewed,System,Course viewed,0.75,0.875,3,0.75,0.5,0.75,0.875,0.5,1.0,0.78125,1.0,1.0,1.0,1.0,1.0,True,3,2,0.8125,0.4166666666666667,1.0,System
Sec-01,1,9,2026-02-15 08:11:00,2026-02-15 08:12:00,4,3,navigation,Course viewed,System,Course viewed,1.0,1.0,1,1.0,0.5,1.0,1.0,0.5,1.0,0.875,0.75,0.8,1.0,0.6,0.7875,False,1,2,1.0,0.0,0.5,System
Sec-01,1,22,2026-02-15 08:24:00,2026-02-15 08:25:00,14,14,navigation,Course viewed,System,Course viewed,1.0,1.0,1,1.0,0.0714285714285714,1.0,1.0,0.5,1.0,0.875,1.0,0.2352941176470588,1.0,0.0,0.5588235294117647,False,1,2,1.0,0.0,1.0,System
Sec-01,1,23,2026-02-15 08:25:00,2026-02-15 08:26:00,3,3,navigation,Course viewed,System,Course viewed,1.0,1.0,1,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.75,0.6666666666666667,0.8235294117647058,1.0,0.9,0.8475490196078431,False,1,2,1.0,0.0,1.0,System
Sec-01,1,25,2026-02-15 08:27:00,2026-02-15 08:28:00,12,8,teaching,Course module viewed,File,Course module viewed,0.75,0.6666666666666666,2,0.75,0.25,0.75,0.6666666666666666,1.0,0.0,0.6041666666666666,0.6111111111111109,0.2307692307692307,0.0,0.8,0.4104700854700854,False,2,3,0.7083333333333333,0.25,0.222222222222222,File
Sec-01,1,26,2026-02-15 08:28:00,2026-02-15 08:29:00,6,4,navigation,Grade user report viewed,User report,Grade user report viewed,0.3333333333333333,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,0.2916666666666666,0.1666666666666665,0.8571428571428571,0.0,0.9,0.4809523809523809,False,3,3,0.3333333333333333,0.0,1.1102230246251563e-16,User report
Sec-01,8,6,2026-02-17 08:11:00,2026-02-17 08:12:00,17,11,problem_solving,Course module viewed,File,Course module viewed,0.6470588235294118,0.6470588235294118,2,0.6470588235294118,0.1176470588235294,0.6470588235294118,0.6470588235294118,1.0,1.0,0.8235294117647058,1.0,1.0,1.0,1.0,1.0,True,2,3,0.6470588235294118,0.1470588235294117,1.0,File
Sec-01,8,7,2026-02-17 08:12:00,2026-02-17 08:13:00,12,7,problem_solving,Course module viewed,File,Course module viewed,0.8333333333333334,0.8333333333333334,2,0.8333333333333334,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,0.9166666666666669,0.751633986928104,0.68,1.0,0.9,0.832908496732026,False,2,3,0.8333333333333334,0.3333333333333332,0.5032679738562091,File
Sec-01,8,8,2026-02-17 08:13:00,2026-02-17 08:14:00,13,5,navigation,Course module viewed,System,Course module viewed,0.4615384615384615,0.3846153846153846,5,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.3846153846153846,1.0,1.0,0.7115384615384616,0.4529914529914526,0.5217391304347826,1.0,0.9,0.7186826458565588,False,5,3,0.4230769230769231,0.3692307692307692,0.0,System
Sec-01,8,9,2026-02-17 08:14:00,2026-02-17 08:15:00,11,6,problem_solving,Course module viewed,File,Course module viewed,0.8181818181818182,0.6363636363636364,2,0.8181818181818182,0.3636363636363636,0.8181818181818182,0.6363636363636364,1.0,1.0,0.8636363636363636,0.5944055944055944,0.6190476190476191,1.0,0.9,0.7783633033633034,False,2,2,0.7272727272727273,0.4848484848484848,0.1888111888111888,File
Sec-01,8,11,2026-02-17 08:16:00,2026-02-17 08:17:00,7,3,problem_solving,Course module viewed,File,Course module viewed,0.8571428571428571,0.8571428571428571,2,0.8571428571428571,0.4285714285714285,0.8571428571428571,0.8571428571428571,1.0,1.0,0.9285714285714286,0.8268398268398268,0.7333333333333333,1.0,0.8,0.8400432900432899,False,2,2,0.8571428571428571,0.3571428571428572,0.6536796536796539,File
Sec-01,8,24,2026-02-17 08:29:00,2026-02-17 08:30:00,9,3,independent_work,Course module viewed,Assignment,Course module viewed,0.5555555555555556,0.8888888888888888,2,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.8888888888888888,1.0,0.5,0.7361111111111112,0.4867724867724868,0.4666666666666667,1.0,0.0,0.4883597883597884,False,2,2,0.7222222222222222,0.2222222222222223,0.6402116402116402,Assignment
Sec-01,8,30,2026-02-17 08:35:00,2026-02-17 08:36:00,57,10,independent_work,Course module viewed,Assignment,submission,0.4561403508771929,0.912280701754386,5,0.4736842105263157,0.175438596491228,0.4736842105263157,0.912280701754386,1.0,0.5,0.7214912280701754,0.9610136452241712,0.1525423728813559,0.0,0.4,0.3783890045263818,False,5,4,0.6842105263157894,0.5635964912280702,0.8986354775828458,Assignment
Sec-01,8,31,2026-02-17 08:36:00,2026-02-17 08:37:00,51,7,independent_work,Course module viewed,Assignment,submission,0.3529411764705882,0.7254901960784313,8,0.4117647058823529,0.2941176470588235,0.4117647058823529,0.7254901960784313,1.0,0.5,0.6593137254901961,0.8341933264533884,0.6,1.0,0.9,0.8335483316133471,False,5,4,0.5392156862745098,0.4777183600713013,0.6133470932232543,Assignment
Sec-01,8,32,2026-02-17 08:37:00,2026-02-17 08:38:00,39,6,independent_work,Course module viewed,Assignment,Course module viewed,0.4615384615384615,0.7692307692307693,4,0.4615384615384615,0.3846153846153846,0.4615384615384615,0.7692307692307693,1.0,0.0,0.5576923076923077,0.7290095525389644,0.5930232558139535,0.0,0.9,0.5555082020882295,False,4,4,0.6153846153846154,0.4395604395604395,0.796882855706385,Assignment
Sec-01,8,33,2026-02-17 08:38:00,2026-02-17 08:39:00,59,11,independent_work,Course module viewed,Assignment,submission,0.3728813559322034,0.6949152542372882,4,0.4576271186440678,0.1694915254237288,0.4576271186440678,0.6949152542372882,1.0,0.5,0.663135593220339,0.7188179052585832,0.4534883720930232,0.0,0.9,0.5180765693379016,False,4,4,0.5338983050847458,0.3099273607748185,0.7827031725336809,Assignment
Sec-01,8,35,2026-02-17 08:40:00,2026-02-17 08:41:00,13,3,independent_work,Course module viewed,Assignment,submission,0.3076923076923077,0.6153846153846154,4,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.6153846153846154,1.0,0.5,0.6442307692307693,0.949587136027814,0.8939393939393939,1.0,0.8,0.910881632491802,False,4,3,0.4615384615384615,0.1923076923076923,0.8070404172099087,Assignment
Sec-01,8,46,2026-02-17 08:51:00,2026-02-17 08:52:00,8,3,independent_work,Course module viewed,Assignment,Course module viewed,0.375,0.5,3,0.375,0.75,0.375,0.5,1.0,0.0,0.46875,0.5320512820512819,0.65,0.0,0.0,0.2955128205128204,False,3,3,0.4375,0.0833333333333334,0.9358974358974358,Assignment
Sec-01,8,69,2026-02-17 09:14:00,2026-02-17 09:15:00,10,5,navigation,Course viewed,System,Course viewed,0.5,0.5,2,0.5,0.3,0.5,0.5,0.5,0.0,0.375,0.75,0.4444444444444444,0.0,0.0,0.2986111111111111,False,2,3,0.5,0.0,0.8333333333333334,System
Sec-01,8,70,2026-02-17 09:15:00,2026-02-17 09:16:00,18,5,teaching,Course module viewed,File,Course module viewed,0.7222222222222222,0.6111111111111112,2,0.7222222222222222,0.4444444444444444,0.7222222222222222,0.6111111111111112,1.0,0.0,0.5833333333333334,0.4444444444444443,0.4347826086956521,0.0,0.9,0.4448067632850241,False,2,2,0.6666666666666667,0.2222222222222223,0.5555555555555554,File
Sec-01,12,1,2026-02-22 07:59:00,2026-02-22 08:00:00,3,3,navigation,Course viewed,System,Course viewed,1.0,1.0,1,1.0,0.3333333333333333,1.0,1.0,0.5,0.0,0.625,1.0,1.0,1.0,1.0,1.0,True,1,2,1.0,0.0,1.0,System
Sec-01,12,6,2026-02-22 08:04:00,2026-02-22 08:05:00,9,7,teaching,Course module viewed,File,Course module viewed,0.7777777777777778,0.7777777777777778,3,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.7777777777777778,1.0,0.5,0.7638888888888888,0.6296296296296298,0.2727272727272727,0.0,0.5,0.3505892255892256,False,3,3,0.7777777777777778,0.4444444444444444,0.4074074074074074,File
Sec-01,12,7,2026-02-22 08:05:00,2026-02-22 08:06:00,5,5,teaching,Course module viewed,File,Course module viewed,0.8,0.8,2,0.8,0.2,0.8,0.8,1.0,1.0,0.9,0.6370370370370368,0.6923076923076923,1.0,0.9,0.8073361823361823,False,2,3,0.8,0.3,0.9407407407407408,File
Sec-01,12,8,2026-02-22 08:06:00,2026-02-22 08:07:00,5,3,teaching,Course module viewed,File,Course module viewed,0.6,0.6,2,0.6,0.4,0.6,0.6,1.0,1.0,0.8,0.7333333333333334,0.5555555555555556,1.0,0.9,0.7972222222222222,False,2,2,0.6,0.1,0.4666666666666664,File
Sec-01,12,9,2026-02-22 08:07:00,2026-02-22 08:08:00,6,3,teaching,Course module viewed,File,Course module viewed,0.8333333333333334,0.8333333333333334,2,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,1.0,1.0,0.9166666666666669,0.6888888888888884,0.4545454545454545,1.0,0.9,0.7608585858585858,False,2,2,0.8333333333333334,0.3333333333333332,0.3777777777777776,File
Sec-01,12,25,2026-02-22 08:23:00,2026-02-22 08:24:00,5,3,navigation,Course module viewed,File,Course module viewed,0.6,0.6,3,0.6,0.6,0.6,0.6,1.0,1.0,0.8,0.6888888888888884,0.6,1.0,0.0,0.5722222222222221,False,3,2,0.6,0.2666666666666668,0.3777777777777776,File
Sec-01,12,47,2026-02-22 08:45:00,2026-02-22 08:46:00,7,3,navigation,Course module viewed,System,Course module viewed,0.5714285714285714,0.4285714285714285,3,0.5714285714285714,0.4285714285714285,0.5714285714285714,0.4285714285714285,1.0,1.0,0.75,0.8666666666666666,0.4166666666666667,1.0,0.0,0.5708333333333333,False,3,2,0.5,0.2857142857142858,0.7333333333333334,System
Sec-01,18,7,2026-02-24 08:02:00,2026-02-24 08:03:00,5,3,navigation,Course viewed,System,Course viewed,0.6,0.6,2,0.6,0.6,0.6,0.6,0.5,1.0,0.675,1.0,1.0,1.0,1.0,1.0,True,2,2,0.6,0.1,1.0,System
Sec-01,18,8,2026-02-24 08:03:00,2026-02-24 08:04:00,6,4,navigation,Course viewed,System,Course viewed,0.6666666666666666,0.6666666666666666,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,0.7083333333333333,0.9111111111111114,0.5,1.0,0.9,0.8277777777777778,False,3,2,0.6666666666666666,0.3333333333333335,0.8222222222222223,System
Sec-01,18,9,2026-02-24 08:04:00,2026-02-24 08:05:00,8,4,navigation,Course viewed,System,Course viewed,0.375,0.375,5,0.375,0.375,0.375,0.375,0.5,0.5,0.4375,0.277777777777778,0.5,1.0,0.9,0.6694444444444445,False,5,4,0.375,0.25,0.2222222222222223,System
Sec-01,18,11,2026-02-24 08:06:00,2026-02-24 08:07:00,6,4,teaching,Course module viewed,File,Course module viewed,0.6666666666666666,0.6666666666666666,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.7083333333333333,0.277777777777778,0.6153846153846154,0.0,0.8,0.4232905982905983,False,2,2,0.6666666666666666,0.1666666666666667,0.2222222222222223,File
Sec-01,18,13,2026-02-24 08:08:00,2026-02-24 08:09:00,3,3,teaching,Course module viewed,File,Course module viewed,0.6666666666666666,0.6666666666666666,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8333333333333333,0.6666666666666667,0.6666666666666666,1.0,0.8,0.7833333333333334,False,2,2,0.6666666666666666,0.1666666666666667,1.0,File
Sec-01,18,22,2026-02-24 08:17:00,2026-02-24 08:18:00,8,3,teaching,Course module viewed,File,Course module viewed,0.625,0.5,3,0.625,0.5,0.625,0.5,1.0,0.5,0.65625,0.5277777777777779,0.3,1.0,0.0999999999999999,0.4819444444444445,False,3,2,0.5625,0.3333333333333335,0.7222222222222223,File
Sec-01,18,23,2026-02-24 08:18:00,2026-02-24 08:19:00,15,4,navigation,Course viewed,System,Course viewed,0.4666666666666667,0.6,5,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.6,0.5,0.0,0.3916666666666666,0.2944444444444443,0.4,0.0,0.9,0.3986111111111111,False,5,4,0.5333333333333333,0.4000000000000001,0.9222222222222222,System
Sec-01,30,45,2026-03-03 08:06:00,2026-03-03 08:07:00,8,4,navigation,Course viewed,System,Course viewed,0.5,0.5,4,0.5,0.375,0.5,0.5,0.5,0.0,0.375,1.0,1.0,1.0,1.0,1.0,True,4,4,0.5,0.3125,1.0,System
Sec-01,30,46,2026-03-03 08:07:00,2026-03-03 08:08:00,11,5,independent_work,Course module viewed,System,Course module viewed,0.4545454545454545,0.3636363636363636,3,0.4545454545454545,0.3636363636363636,0.4545454545454545,0.3636363636363636,1.0,0.0,0.4545454545454545,0.7878787878787881,0.4705882352941176,0.0,0.9,0.5396167557932264,False,3,3,0.409090909090909,0.1818181818181818,0.7575757575757575,System
Sec-01,30,47,2026-03-03 08:08:00,2026-03-03 08:09:00,5,3,navigation,Course viewed,System,Course viewed,0.6,0.6,3,0.6,0.4,0.6,0.6,0.5,0.5,0.55,0.7454545454545451,0.8461538461538461,0.0,0.9,0.6229020979020978,False,3,2,0.6,0.2666666666666668,0.4909090909090908,System
Sec-01,30,48,2026-03-03 08:09:00,2026-03-03 08:10:00,5,3,navigation,Course viewed,System,Course viewed,0.4,0.6,4,0.4,0.4,0.4,0.6,0.5,1.0,0.625,0.8000000000000002,0.5,1.0,0.9,0.8,False,4,3,0.5,0.1499999999999999,0.7333333333333334,System
Sec-01,30,96,2026-03-03 08:57:00,2026-03-03 08:58:00,6,4,navigation,Course viewed,System,Course viewed,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,1.0,0.625,1.0,0.4545454545454545,1.0,0.0,0.6136363636363636,False,2,3,0.5,0.0,1.0,System
Sec-01,55,25,2026-03-15 07:49:00,2026-03-15 07:50:00,10,3,navigation,Course viewed,System,Course viewed,0.4,0.8,4,0.4,0.6,0.4,0.8,0.5,1.0,0.675,1.0,1.0,1.0,1.0,1.0,True,4,3,0.6000000000000001,0.1499999999999999,1.0,System
Sec-01,55,32,2026-03-15 07:56:00,2026-03-15 07:57:00,4,3,navigation,Course viewed,System,Course viewed,0.5,0.75,3,0.5,0.5,0.5,0.75,0.5,1.0,0.6875,0.9666666666666668,0.7692307692307693,1.0,0.3,0.7589743589743589,False,3,3,0.625,0.1666666666666667,0.9333333333333336,System
Sec-01,55,35,2026-03-15 07:59:00,2026-03-15 08:00:00,3,3,navigation,Course viewed,System,Course viewed,0.6666666666666666,0.6666666666666666,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5833333333333333,0.7222222222222221,0.6666666666666666,1.0,0.7,0.7722222222222221,False,2,2,0.6666666666666666,0.1666666666666667,0.888888888888889,System
Sec-01,55,36,2026-03-15 08:00:00,2026-03-15 08:01:00,19,9,problem_solving,Course module viewed,Quiz,Course module viewed,0.3684210526315789,0.8947368421052632,4,0.3684210526315789,0.2105263157894736,0.3684210526315789,0.8947368421052632,1.0,0.0,0.5657894736842105,0.953216374269006,0.1578947368421052,0.0,0.9,0.5027777777777778,False,4,4,0.631578947368421,0.1973684210526316,0.9064327485380116,Quiz
Sec-01,55,37,2026-03-15 08:01:00,2026-03-15 08:02:00,21,10,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.3333333333333333,0.7619047619047619,6,0.3809523809523809,0.1904761904761904,0.3809523809523809,0.7619047619047619,1.0,0.5,0.6607142857142857,0.7468671679197996,0.5757575757575758,0.0,0.9,0.5556561859193438,False,5,4,0.5476190476190476,0.4081632653061224,0.7761069340016707,Quiz
Sec-01,55,38,2026-03-15 08:02:00,2026-03-15 08:03:00,30,13,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4333333333333333,0.9666666666666668,4,0.7333333333333333,0.1333333333333333,0.7333333333333333,0.9666666666666668,1.0,1.0,0.925,0.2952380952380951,0.5833333333333334,1.0,0.9,0.6946428571428571,False,4,4,0.7,0.4000000000000001,0.5936507936507935,Quiz
Sec-01,55,39,2026-03-15 08:03:00,2026-03-15 08:04:00,23,12,problem_solving,Quiz attempt auto-saved,Quiz,quiz_attempt,0.3043478260869565,0.8695652173913043,4,0.6521739130434783,0.1739130434782608,0.6521739130434783,0.8695652173913043,1.0,1.0,0.8804347826086957,0.881159420289855,0.6666666666666666,1.0,0.9,0.8619565217391304,False,4,4,0.5869565217391304,0.2246376811594201,0.6985507246376812,Quiz
Sec-01,55,40,2026-03-15 08:04:00,2026-03-15 08:05:00,18,12,problem_solving,Quiz attempt auto-saved,Quiz,quiz_attempt,0.3333333333333333,1.0,2,0.9444444444444444,0.1111111111111111,0.9444444444444444,1.0,1.0,1.0,0.9861111111111112,0.718196457326892,0.71875,1.0,0.9,0.8342366143317229,False,2,3,0.6666666666666666,0.2222222222222223,0.78743961352657,Quiz
Sec-01,55,41,2026-03-15 08:05:00,2026-03-15 08:06:00,35,14,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4,0.9428571428571428,3,0.9142857142857144,0.1714285714285714,0.9142857142857144,0.9428571428571428,1.0,1.0,0.9642857142857144,0.941798941798942,0.4186046511627907,1.0,0.9,0.8151008982404332,False,3,3,0.6714285714285715,0.4342857142857144,0.987301587301587,Quiz
Sec-01,55,42,2026-03-15 08:06:00,2026-03-15 08:07:00,28,12,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.3214285714285714,0.9642857142857144,4,0.8214285714285714,0.2142857142857142,0.8214285714285714,0.9642857142857144,1.0,1.0,0.9464285714285714,0.952380952380952,0.7291666666666666,1.0,0.9,0.8953869047619046,False,4,4,0.6428571428571429,0.357142857142857,0.9238095238095236,Quiz
Sec-01,55,43,2026-03-15 08:07:00,2026-03-15 08:08:00,60,17,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4166666666666667,0.9666666666666668,4,0.8833333333333333,0.3333333333333333,0.8833333333333333,0.9666666666666668,1.0,1.0,0.9625,0.957142857142857,0.358974358974359,1.0,0.9,0.804029304029304,False,4,4,0.6916666666666667,0.4944444444444444,0.86984126984127,Quiz
Sec-01,55,44,2026-03-15 08:08:00,2026-03-15 08:09:00,12,10,problem_solving,Quiz attempt auto-saved,Quiz,quiz_attempt,0.6666666666666666,1.0,1,1.0,0.1666666666666666,1.0,1.0,1.0,1.0,1.0,0.9,0.8955223880597015,1.0,0.9,0.9238805970149254,False,1,2,0.8333333333333333,0.3333333333333335,0.6222222222222225,Quiz
Sec-01,55,45,2026-03-15 08:09:00,2026-03-15 08:10:00,33,17,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.3636363636363636,1.0,1,1.0,0.1212121212121212,1.0,1.0,1.0,1.0,1.0,1.0,0.3428571428571428,1.0,0.9,0.8107142857142857,False,1,2,0.6818181818181819,0.0606060606060607,0.5959595959595962,Quiz
Sec-01,55,46,2026-03-15 08:10:00,2026-03-15 08:11:00,29,14,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4137931034482758,1.0,1,1.0,0.1379310344827586,1.0,1.0,1.0,1.0,1.0,1.0,0.7021276595744681,1.0,0.9,0.900531914893617,False,1,2,0.7068965517241379,0.160919540229885,0.9331243469174506,Quiz
Sec-01,55,47,2026-03-15 08:11:00,2026-03-15 08:12:00,41,17,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.3414634146341463,1.0,2,0.951219512195122,0.1951219512195122,0.951219512195122,1.0,1.0,1.0,0.9878048780487804,0.9674796747967476,0.5370370370370371,1.0,0.9,0.8511291779584461,False,2,3,0.6707317073170732,0.3609756097560976,0.903560414914494,Quiz
Sec-01,55,48,2026-03-15 08:12:00,2026-03-15 08:13:00,33,14,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4242424242424242,1.0,1,1.0,0.1818181818181818,1.0,1.0,1.0,1.0,1.0,0.9674796747967476,0.7321428571428571,1.0,0.9,0.8999056329849012,False,1,2,0.7121212121212122,0.1616161616161617,0.8896279871889629,Quiz
Sec-01,55,49,2026-03-15 08:13:00,2026-03-15 08:14:00,41,14,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4146341463414634,1.0,1,1.0,0.2439024390243902,1.0,1.0,1.0,1.0,1.0,1.0,0.5689655172413793,1.0,0.9,0.8672413793103448,False,1,2,0.7073170731707317,0.1626016260162601,0.9871889627987188,Quiz
Sec-01,55,50,2026-03-15 08:14:00,2026-03-15 08:15:00,36,16,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.3333333333333333,0.9444444444444444,5,0.8888888888888888,0.1666666666666666,0.8888888888888888,0.9444444444444444,1.0,1.0,0.9583333333333331,0.8888888888888884,0.6833333333333333,1.0,0.9,0.8680555555555555,False,5,4,0.6388888888888888,0.5138888888888888,0.8175248419150858,Quiz
Sec-01,55,51,2026-03-15 08:15:00,2026-03-15 08:16:00,37,16,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4054054054054054,1.0,1,1.0,0.1621621621621621,1.0,1.0,1.0,1.0,1.0,0.8888888888888884,0.6545454545454545,1.0,0.9,0.8608585858585857,False,1,2,0.7027027027027027,0.1441441441441442,0.8298298298298296,Quiz
Sec-01,55,52,2026-03-15 08:16:00,2026-03-15 08:17:00,51,16,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4313725490196078,1.0,1,1.0,0.2156862745098039,1.0,1.0,1.0,1.0,1.0,1.0,0.5211267605633803,1.0,0.9,0.855281690140845,False,1,2,0.7156862745098039,0.196078431372549,0.9653771418477302,Quiz
Sec-01,55,53,2026-03-15 08:17:00,2026-03-15 08:18:00,49,13,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4285714285714285,0.979591836734694,3,0.9591836734693876,0.2448979591836734,0.9591836734693876,0.979591836734694,1.0,1.0,0.9846938775510204,0.9591836734693878,0.6071428571428571,1.0,0.9,0.8665816326530612,False,3,3,0.7040816326530612,0.5544217687074828,0.9690542883820196,Quiz
Sec-01,55,54,2026-03-15 08:18:00,2026-03-15 08:19:00,44,14,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4545454545454545,1.0,2,0.9772727272727272,0.2272727272727272,0.9772727272727272,1.0,1.0,1.0,0.994318181818182,0.9743351886209024,0.7,1.0,0.9,0.8935837971552256,False,2,3,0.7272727272727273,0.4090909090909091,0.9381570810142238,Quiz
Sec-01,55,55,2026-03-15 08:19:00,2026-03-15 08:20:00,59,17,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4406779661016949,1.0,1,1.0,0.1694915254237288,1.0,1.0,1.0,1.0,1.0,0.9848484848484852,0.5714285714285714,1.0,0.9,0.8640692640692641,False,1,2,0.7203389830508474,0.2146892655367231,0.9815100154083204,Quiz
Sec-01,55,56,2026-03-15 08:20:00,2026-03-15 08:21:00,33,13,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4242424242424242,1.0,1,1.0,0.1818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,0.7564102564102564,1.0,0.9,0.914102564102564,False,1,2,0.7121212121212122,0.1818181818181818,0.9780859441876392,Quiz
Sec-01,55,57,2026-03-15 08:21:00,2026-03-15 08:22:00,55,13,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4727272727272727,1.0,1,1.0,0.2545454545454545,1.0,1.0,1.0,1.0,1.0,1.0,0.4714285714285714,1.0,0.9,0.8428571428571429,False,1,2,0.7363636363636363,0.2787878787878788,0.9353535353535356,Quiz
Sec-01,55,58,2026-03-15 08:22:00,2026-03-15 08:23:00,62,15,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4516129032258064,1.0,1,1.0,0.2580645161290322,1.0,1.0,1.0,1.0,1.0,1.0,0.5851063829787234,1.0,0.9,0.8712765957446809,False,1,2,0.7258064516129032,0.2365591397849462,0.9718475073313784,Quiz
Sec-01,55,59,2026-03-15 08:23:00,2026-03-15 08:24:00,46,14,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4347826086956521,1.0,1,1.0,0.3478260869565217,1.0,1.0,1.0,1.0,1.0,1.0,0.7948717948717948,1.0,0.9,0.9237179487179488,False,1,2,0.717391304347826,0.2028985507246377,0.9775596072931276,Quiz
Sec-01,55,60,2026-03-15 08:24:00,2026-03-15 08:25:00,33,15,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.3939393939393939,1.0,1,1.0,0.1212121212121212,1.0,1.0,1.0,1.0,1.0,1.0,0.7301587301587301,1.0,0.9,0.9075396825396824,False,1,2,0.696969696969697,0.1212121212121213,0.9455423803249892,Quiz
Sec-01,55,61,2026-03-15 08:25:00,2026-03-15 08:26:00,60,13,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4333333333333333,0.9666666666666668,5,0.9333333333333332,0.1666666666666666,0.9333333333333332,0.9666666666666668,1.0,1.0,0.975,0.9333333333333332,0.4074074074074074,1.0,0.9,0.8101851851851851,False,5,4,0.7,0.6291666666666667,0.9919191919191922,Quiz
Sec-01,55,62,2026-03-15 08:26:00,2026-03-15 08:27:00,47,18,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.425531914893617,1.0,1,1.0,0.1914893617021276,1.0,1.0,1.0,1.0,1.0,0.9333333333333332,0.7228915662650602,1.0,0.9,0.8890562248995983,False,1,2,0.7127659574468085,0.1843971631205674,0.9659574468085106,Quiz
Sec-01,55,63,2026-03-15 08:27:00,2026-03-15 08:28:00,27,10,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4814814814814814,1.0,1,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.8867924528301887,1.0,0.9,0.9466981132075472,False,1,2,0.7407407407407407,0.271604938271605,0.9254005778828476,Quiz
Sec-01,55,64,2026-03-15 08:28:00,2026-03-15 08:29:00,39,12,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.3846153846153846,0.9743589743589745,4,0.9230769230769232,0.2564102564102564,0.9230769230769232,0.9743589743589745,1.0,1.0,0.9743589743589745,0.931623931623932,0.5192307692307693,1.0,0.9,0.8377136752136752,False,4,4,0.6794871794871795,0.5421245421245422,0.8366571699905035,Quiz
Sec-01,55,65,2026-03-15 08:29:00,2026-03-15 08:30:00,43,11,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4651162790697674,1.0,1,1.0,0.2325581395348837,1.0,1.0,1.0,1.0,1.0,0.931623931623932,0.527027027027027,1.0,0.9,0.8396627396627397,False,1,2,0.7325581395348837,0.2635658914728682,0.8584774398727889,Quiz
Sec-01,55,66,2026-03-15 08:30:00,2026-03-15 08:31:00,41,14,problem_solving,Quiz attempt viewed,Quiz,quiz_attempt,0.4146341463414634,1.0,1,1.0,0.2439024390243902,1.0,1.0,1.0,1.0,1.0,1.0,0.6417910447761194,1.0,0.9,0.8854477611940298,False,1,2,0.7073170731707317,0.1626016260162601,0.9326904896955946,Quiz
Sec-01,55,67,2026-03-15 08:31:00,2026-03-15 08:32:00,59,14,problem_solving,Quiz attempt updated,Quiz,quiz_attempt,0.4576271186440678,0.9661016949152542,5,0.9322033898305084,0.1694915254237288,0.9322033898305084,0.9661016949152542,1.0,1.0,0.9745762711864406,0.9322033898305084,0.5256410256410257,1.0,0.9,0.8394611038678835,False,5,4,0.711864406779661,0.6504237288135593,0.9878737770428552,Quiz
